CC Number,Date,Time,Accident Type,New Georeferenced Column,Month_Year,Latitude,Longitude,Hour
19CS00208560,2019-11-09,11/9/2019 9:23:00 AM,6,"(39.2020184125328, -76.6136610034738)",2019-11,39.2020184125328,-76.6136610034738,9.0
19CS00189479,2019-10-08,10/8/2019 2:33:00 AM,6,"(39.2837957367496, -76.6192308868164)",2019-10,39.2837957367496,-76.6192308868164,2.0
19CS00199793,2019-10-25,10/25/2019 12:24:00 PM,6,"(39.279974, -76.553347)",2019-10,39.279974,-76.553347,12.0
19CS00194705,2019-10-16,10/16/2019 12:40:00 PM,6,"(39.1008555355928, -77.0450741282725)",2019-10,39.1008555355928,-77.0450741282725,12.0
19CS00218226,2019-11-26,11/29/2019 9:45:00 AM,6,"(39.245991, -76.576659)",2019-11,39.245991,-76.576659,9.0
19CS00118104,2019-06-19,6/19/2019 5:14:00 AM,3,"(39.2009967183664, -76.6139954028185)",2019-06,39.2009967183664,-76.6139954028185,5.0
P1900037126,2019-06-09,9/13/2019 3:11:00 PM,6,"(39.1743295, -76.7035847)",2019-06,39.1743295,-76.7035847,15.0
P1900069466,2019-11-02,11/3/2019 9:15:00 PM,3,"(39.1594865515541, -76.6946916828901)",2019-11,39.1594865515541,-76.6946916828901,21.0
P1900041408,2019-06-28,7/12/2019 4:58:00 PM,6,"(39.1765271909703, -76.7016165658892)",2019-06,39.1765271909703,-76.7016165658892,16.0
19CS00071082,2019-04-11,4/12/2019 3:30:00 PM,3,"(39.2812676, -76.5495228)",2019-04,39.2812676,-76.5495228,15.0
19CS00071744,2019-04-12,4/12/2019 11:41:00 AM,6,"(39.261, -76.5739)",2019-04,39.261,-76.5739,11.0
19CS00160400,2019-08-23,8/23/2019 12:40:00 PM,6,"(39.263544, -76.564554)",2019-08,39.263544,-76.564554,12.0
19CS00092759,2019-05-12,5/12/2019 2:20:00 PM,6,"(39.0063579073498, -76.4029031114502)",2019-05,39.0063579073498,-76.4029031114502,14.0
19CS00198923,2019-10-24,10/24/2019 7:55:00 AM,6,"(39.31248, -76.54)",2019-10,39.31248,-76.54,7.0
19CS00154504,2019-08-14,8/14/2019 11:30:00 AM,3,"(39.0087383035567, -76.4043555291138)",2019-08,39.0087383035567,-76.4043555291138,11.0
19CS00131654,2019-07-10,7/10/2019 8:47:00 AM,3,"(39.2567325, -76.5324761)",2019-07,39.2567325,-76.5324761,8.0
P1900039123,2019-06-18,6/28/2019 12:25:00 AM,6,"(39.1850237426142, -76.6758522176745)",2019-06,39.1850237426142,-76.6758522176745,0.0
19CS00077800,2019-04-21,4/21/2019 2:35:00 AM,3,"(39.2289248136133, -76.6743130703561)",2019-04,39.2289248136133,-76.6743130703561,2.0
19CS00136741,2019-07-17,7/18/2019 11:17:00 PM,3,"(39.1221124422911, -77.0854805153458)",2019-07,39.1221124422911,-77.0854805153458,23.0
19CS00099446,2019-05-22,5/23/2019 6:53:00 AM,6,"(39.2915767807956, -76.5538779159282)",2019-05,39.2915767807956,-76.5538779159282,6.0
P1900044349,2019-07-12,7/15/2019 12:49:00 AM,6,"(39.1795767315903, -76.6701593126975)",2019-07,39.1795767315903,-76.6701593126975,0.0
19CS00178629,2019-09-21,9/21/2019 10:51:00 AM,6,"(39.29325, -76.53158)",2019-09,39.29325,-76.53158,10.0
19CS00165884,2019-09-01,9/2/2019 12:44:00 PM,3,"(39.245344, -76.57719)",2019-09,39.245344,-76.57719,12.0
19CS00136650,2019-07-17,7/17/2019 5:48:00 PM,6,"(39.2767321939409, -76.5532913589478)",2019-07,39.2767321939409,-76.5532913589478,17.0
19CS00114474,2019-06-13,6/16/2019 6:13:00 AM,3,"(39.2843701436076, -76.5378046549446)",2019-06,39.2843701436076,-76.5378046549446,6.0
P1900066604,2019-10-17,11/24/2019 6:30:00 AM,6,"(39.1917521238878, -76.6567313681666)",2019-10,39.1917521238878,-76.6567313681666,6.0
19CS00068668,2019-04-09,4/9/2019 1:46:00 AM,6,"(39.2677942224671, -76.6219231856185)",2019-04,39.2677942224671,-76.6219231856185,1.0
19CS00089761,2019-05-07,5/15/2019 3:28:00 PM,6,"(39.245689, -76.681866)",2019-05,39.245689,-76.681866,15.0
19CS00093137,2019-05-13,5/13/2019 9:00:00 AM,6,"(39.2951209, -76.5516715)",2019-05,39.2951209,-76.5516715,9.0
19CS00198494,2019-10-23,10/24/2019 1:50:00 PM,6,"(39.292194, -76.532147)",2019-10,39.292194,-76.532147,13.0
19CS00184886,2019-10-01,10/1/2019 7:29:00 AM,6,"(39.27325, -76.62116)",2019-10,39.27325,-76.62116,7.0
19CS00071916,2019-04-12,4/12/2019 4:15:00 PM,6,"(38.98109, -76.38347)",2019-04,38.98109,-76.38347,16.0
19CS00082071,2019-04-26,4/26/2019 4:03:00 PM,6,"(39.2673882186761, -76.6197194293028)",2019-04,39.2673882186761,-76.6197194293028,16.0
19CS00211400,2019-11-14,11/17/2019 7:30:00 AM,6,"(39.0144328998804, -76.4081373538685)",2019-11,39.0144328998804,-76.4081373538685,7.0
19CS00142805,2019-07-26,7/27/2019 5:38:00 PM,6,"(39.2288074786996, -76.5119826579094)",2019-07,39.2288074786996,-76.5119826579094,17.0
19CS00105890,2019-05-31,6/7/2019 7:26:00 AM,6,"(39.28301395, -76.5568701362577)",2019-05,39.28301395,-76.5568701362577,7.0
19CS00202576,2019-10-30,11/2/2019 7:57:00 AM,6,"(39.2256333428121, -76.5171342730948)",2019-10,39.2256333428121,-76.5171342730948,7.0
19CS00155234,2019-08-15,8/20/2019 2:28:00 PM,6,"(39.260657, -76.574351)",2019-08,39.260657,-76.574351,14.0
19CS00143823,2019-07-28,7/28/2019 7:30:00 AM,6,"(39.3113737, -76.5421155)",2019-07,39.3113737,-76.5421155,7.0
19CS00109144,2019-06-05,6/5/2019 5:50:00 AM,6,"(39.2644020936559, -76.5632906341553)",2019-06,39.2644020936559,-76.5632906341553,5.0
P1900033148,2019-05-24,7/4/2019 12:30:00 AM,6,"(39.1857978816947, -76.6783618992841)",2019-05,39.1857978816947,-76.6783618992841,0.0
19CS00126241,2019-07-02,7/11/2019 12:28:00 AM,6,"(39.1142489086835, -77.0624390665492)",2019-07,39.1142489086835,-77.0624390665492,0.0
19CS00077455,2019-04-20,4/21/2019 4:21:00 PM,6,"(39.2617392074379, -76.5712438657767)",2019-04,39.2617392074379,-76.5712438657767,16.0
19IR001446,2019-09-01,11/22/2019 2:32:00 AM,3,"(39.2619807196327, -76.6730068952914)",2019-09,39.2619807196327,-76.6730068952914,2.0
19CS00206939,2019-11-06,11/6/2019 6:04:00 PM,6,"(39.2840402, -76.5476828)",2019-11,39.2840402,-76.5476828,18.0
19CS00203499,2019-11-01,11/10/2019 6:50:00 AM,6,"(39.2416548641785, -76.5120295965671)",2019-11,39.2416548641785,-76.5120295965671,6.0
19CS00136790,2019-07-18,7/18/2019 12:49:00 AM,6,"(39.241002, -76.596997)",2019-07,39.241002,-76.596997,0.0
19CS00082702,2019-04-27,5/11/2019 3:00:00 PM,6,"(39.2712663060859, -76.6547666494141)",2019-04,39.2712663060859,-76.6547666494141,15.0
19CS00121981,2019-06-25,6/30/2019 2:29:00 PM,6,"(39.2324641538946, -76.7243304634094)",2019-06,39.2324641538946,-76.7243304634094,14.0
19CS00172764,2019-09-12,9/16/2019 1:50:00 PM,3,"(39.2146261, -76.5314152)",2019-09,39.2146261,-76.5314152,13.0
19CS00158123,2019-08-20,8/29/2019 9:55:00 AM,6,"(39.0727595, -76.9210047)",2019-08,39.0727595,-76.9210047,9.0
P1900050380,2019-08-06,8/12/2019 10:50:00 PM,3,"(39.1869340436062, -76.6798000584394)",2019-08,39.1869340436062,-76.6798000584394,22.0
19CS00200346,2019-10-26,10/26/2019 8:47:00 AM,6,"(39.2767427890283, -76.6200218262737)",2019-10,39.2767427890283,-76.6200218262737,8.0
19CS00208072,2019-11-08,11/8/2019 1:25:00 PM,6,"(39.2853690347056, -76.5535547516997)",2019-11,39.2853690347056,-76.5535547516997,13.0
19CS00140623,2019-07-23,7/28/2019 8:46:00 PM,6,"(39.297974286967, -76.5305888306682)",2019-07,39.297974286967,-76.5305888306682,20.0
19CS00145411,2019-07-30,7/30/2019 5:15:00 PM,6,"(39.0128531779281, -76.4071846737096)",2019-07,39.0128531779281,-76.4071846737096,17.0
19CS00192004,2019-10-11,10/14/2019 10:00:00 PM,6,"(39.28375, -76.548331)",2019-10,39.28375,-76.548331,22.0
19CS00177034,2019-09-18,9/18/2019 5:24:00 PM,6,"(39.2065017, -76.5458609)",2019-09,39.2065017,-76.5458609,17.0
19CS00153122,2019-08-12,8/12/2019 7:28:00 AM,6,"(39.2670892353813, -76.6199067020416)",2019-08,39.2670892353813,-76.6199067020416,7.0
19CS00181849,2019-09-26,9/27/2019 2:49:00 PM,3,"(39.2159297871529, -76.5290176559448)",2019-09,39.2159297871529,-76.5290176559448,14.0
19CS00140169,2019-07-23,7/23/2019 5:52:00 AM,6,"(39.2657671902263, -76.5629690585192)",2019-07,39.2657671902263,-76.5629690585192,5.0
19CS00202228,2019-10-29,10/29/2019 4:57:00 PM,6,"(39.2271, -76.5147)",2019-10,39.2271,-76.5147,16.0
19CS00121409,2019-06-24,7/1/2019 4:47:00 PM,6,"(39.2833, -76.5482)",2019-06,39.2833,-76.5482,16.0
19CS00115941,2019-06-15,6/15/2019 11:30:00 AM,6,"(38.9911320605192, -76.3676824951172)",2019-06,38.9911320605192,-76.3676824951172,11.0
19CS00105545,2019-05-30,5/30/2019 5:01:00 PM,6,"(39.2672405250264, -76.61868140757531)",2019-05,39.2672405250264,-76.61868140757531,17.0
19CS00149815,2019-08-06,8/6/2019 9:24:00 AM,6,"(39.268, -76.6277)",2019-08,39.268,-76.6277,9.0
19CS00188662,2019-10-06,10/7/2019 9:00:00 PM,6,"(39.2641143, -76.5642846)",2019-10,39.2641143,-76.5642846,21.0
19CS00157267,2019-08-19,8/19/2019 1:34:00 AM,6,"(39.2462956664398, -76.5765792891663)",2019-08,39.2462956664398,-76.5765792891663,1.0
19CS00184251,2019-09-24,9/30/2019 1:00:00 PM,6,"(39.26552, -76.66932)",2019-09,39.26552,-76.66932,13.0
19IR001828,2019-11-05,11/5/2019 4:52:00 PM,6,"(39.237768, -76.465647)",2019-11,39.237768,-76.465647,16.0
19CS00119733,2019-06-21,6/21/2019 10:42:00 AM,6,"(39.2452277809257, -76.5771952056885)",2019-06,39.2452277809257,-76.5771952056885,10.0
P1900057450,2019-09-09,9/24/2019 6:48:00 PM,6,"(39.2424255494061, -76.665)",2019-09,39.2424255494061,-76.665,18.0
19CS00217009,2019-11-24,11/24/2019 2:48:00 AM,6,"(39.32691, -76.5251)",2019-11,39.32691,-76.5251,2.0
19CS00091565,2019-05-10,5/10/2019 6:00:00 AM,6,"(39.2751905259633, -76.5524262332383)",2019-05,39.2751905259633,-76.5524262332383,6.0
19CS00162695,2019-08-26,8/27/2019 6:00:00 PM,6,"(39.277427, -76.619425)",2019-08,39.277427,-76.619425,18.0
P1900062062,2019-09-30,11/7/2019 10:27:00 PM,6,"(39.1872200674896, -76.6744763152984)",2019-09,39.1872200674896,-76.6744763152984,22.0
19CS00133052,2019-07-12,7/12/2019 11:29:00 AM,6,"(39.2461717420159, -76.5766606473364)",2019-07,39.2461717420159,-76.5766606473364,11.0
19CS00065774,2019-04-04,4/4/2019 3:04:00 PM,6,"(38.953, -77.338)",2019-04,38.953,-77.338,15.0
19CS00099872,2019-05-22,5/23/2019 5:42:00 PM,6,"(38.9853938119975, -76.3436833339451)",2019-05,38.9853938119975,-76.3436833339451,17.0
19CS00130995,2019-07-09,7/9/2019 8:43:00 AM,6,"(39.2697, -76.6365)",2019-07,39.2697,-76.6365,8.0
19CS00075157,2019-04-17,4/17/2019 11:16:00 AM,6,"(39.0746165, -76.9073098)",2019-04,39.0746165,-76.9073098,11.0
19CS00125252,2019-06-30,7/8/2019 1:50:00 PM,6,"(39.0128531779281, -76.4071846737096)",2019-06,39.0128531779281,-76.4071846737096,13.0
19CS00093740,2019-05-14,5/20/2019 8:18:00 AM,3,"(39.2077512899927, -76.5839034978734)",2019-05,39.2077512899927,-76.5839034978734,8.0
19CS00160055,2019-08-22,8/23/2019 10:47:00 PM,6,"(39.1277407084271, -77.1740713530802)",2019-08,39.1277407084271,-77.1740713530802,22.0
P1900029865,2019-05-08,5/17/2019 9:45:00 AM,6,"(39.2110736202145, -76.6946131620207)",2019-05,39.2110736202145,-76.6946131620207,9.0
19CS00205543,2019-11-04,11/8/2019 2:17:00 PM,6,"(39.2729268242762, -76.5539973679171)",2019-11,39.2729268242762,-76.5539973679171,14.0
19CS00161215,2019-08-24,8/25/2019 11:01:00 PM,6,"(39.26719, -76.5607)",2019-08,39.26719,-76.5607,23.0
19CS00194702,2019-10-16,10/24/2019 12:35:00 PM,6,"(39.207325, -76.578084)",2019-10,39.207325,-76.578084,12.0
19CS00135629,2019-07-16,7/20/2019 7:23:00 AM,3,"(39.2090962424701, -76.5418126344209)",2019-07,39.2090962424701,-76.5418126344209,7.0
19CS00145942,2019-07-31,7/31/2019 12:29:00 PM,3,"(39.2790174487714, -76.5532340331118)",2019-07,39.2790174487714,-76.5532340331118,12.0
19CS00203793,2019-11-01,11/2/2019 5:00:00 PM,6,"(39.264042, -76.589329)",2019-11,39.264042,-76.589329,17.0
19CS00085021,2019-04-30,5/8/2019 3:01:00 PM,6,"(39.2174723041163, -76.5272956253071)",2019-04,39.2174723041163,-76.5272956253071,15.0
19CS00121810,2019-06-25,6/26/2019 9:28:00 AM,6,"(39.2714, -76.5561)",2019-06,39.2714,-76.5561,9.0
19CS00142642,2019-07-26,7/26/2019 1:20:00 PM,6,"(39.265562, -76.594347)",2019-07,39.265562,-76.594347,13.0
19CS00110702,2019-06-07,6/7/2019 9:46:00 AM,6,"(39.2843968246055, -76.5464087371295)",2019-06,39.2843968246055,-76.5464087371295,9.0
19CS00207242,2019-11-07,11/7/2019 7:44:00 AM,6,"(39.2679904638619, -76.54217628479)",2019-11,39.2679904638619,-76.54217628479,7.0
19CS00144736,2019-07-29,8/1/2019 5:00:00 PM,6,"(39.22762, -76.5139)",2019-07,39.22762,-76.5139,17.0
19CS00087238,2019-05-03,5/5/2019 4:00:00 PM,6,"(39.2670525, -76.6017638)",2019-05,39.2670525,-76.6017638,16.0
19CS00106047,2019-05-31,5/31/2019 11:26:00 AM,6,"(39.268983, -76.623927)",2019-05,39.268983,-76.623927,11.0
19CS00122853,2019-06-26,6/26/2019 7:01:00 PM,6,"(39.2775247, -76.6196022)",2019-06,39.2775247,-76.6196022,19.0
19CS00214559,2019-11-19,11/21/2019 9:25:00 PM,6,"(39.3504174, -76.6788428)",2019-11,39.3504174,-76.6788428,21.0
19CS00079528,2019-04-23,4/23/2019 1:51:00 PM,6,"(39.246055671245, -76.5767401107499)",2019-04,39.246055671245,-76.5767401107499,13.0
19CS00153531,2019-08-12,8/13/2019 8:36:00 PM,6,"(39.20958, -76.54002)",2019-08,39.20958,-76.54002,20.0
19CS00191896,2019-10-11,10/11/2019 6:00:00 PM,6,"(39.2674045237373, -76.6186917774364)",2019-10,39.2674045237373,-76.6186917774364,18.0
19CS00099559,2019-05-22,5/22/2019 9:40:00 AM,6,"(39.2055, -76.60124)",2019-05,39.2055,-76.60124,9.0
P1900050924,2019-08-09,8/23/2019 5:13:00 AM,6,"(39.1706573819298, -76.6945767188081)",2019-08,39.1706573819298,-76.6945767188081,5.0
19CS00173281,2019-09-13,9/13/2019 6:11:00 AM,3,"(39.1195863, -77.0790563)",2019-09,39.1195863,-77.0790563,6.0
19CS00210128,2019-11-12,11/12/2019 10:00:00 AM,3,"(39.2654175051501, -76.558651883984)",2019-11,39.2654175051501,-76.558651883984,10.0
19B000795,2019-09-19,9/19/2019 10:15:00 AM,3,"(39.219, -76.665)",2019-09,39.219,-76.665,10.0
P1900047897,2019-07-27,7/29/2019 5:11:00 AM,6,"(39.1847827302431, -76.6898726211081)",2019-07,39.1847827302431,-76.6898726211081,5.0
19CS00169081,2019-09-06,9/6/2019 8:57:00 AM,6,"(39.2318941077896, -76.5069358535999)",2019-09,39.2318941077896,-76.5069358535999,8.0
19CS00150256,2019-08-07,8/7/2019 4:32:00 AM,6,"(39.2410433888586, -76.5860994922147)",2019-08,39.2410433888586,-76.5860994922147,4.0
19CS00168416,2019-09-05,9/5/2019 7:44:00 AM,6,"(39.2908816, -76.610759)",2019-09,39.2908816,-76.610759,7.0
19CS00144439,2019-07-29,8/7/2019 7:52:00 AM,3,"(39.2598909416391, -76.5772981068236)",2019-07,39.2598909416391,-76.5772981068236,7.0
19CS00159478,2019-08-22,8/22/2019 5:25:00 AM,6,"(39.2612397939588, -76.6729755485057)",2019-08,39.2612397939588,-76.6729755485057,5.0
19CS00175587,2019-09-16,9/16/2019 4:00:00 PM,6,"(39.3093454568229, -76.5384510767555)",2019-09,39.3093454568229,-76.5384510767555,16.0
19CS00152584,2019-08-11,8/11/2019 2:53:00 AM,6,"(39.3019794930674, -76.5464249038696)",2019-08,39.3019794930674,-76.5464249038696,2.0
19CS00105002,2019-05-29,5/30/2019 11:02:00 PM,3,"(38.989778, -76.368428)",2019-05,38.989778,-76.368428,23.0
19CS00181409,2019-09-25,10/1/2019 9:46:00 PM,6,"(39.5902, -76.0707)",2019-09,39.5902,-76.0707,21.0
19CS00082927,2019-04-27,4/28/2019 11:52:00 PM,6,"(39.2630090521522, -76.5677817992789)",2019-04,39.2630090521522,-76.5677817992789,23.0
19CS00163956,2019-08-29,8/29/2019 8:38:00 AM,6,"(38.9867675458634, -76.3547038939396)",2019-08,38.9867675458634,-76.3547038939396,8.0
19CS00201298,2019-10-28,10/28/2019 8:41:00 AM,3,"(39.28131, -76.62415)",2019-10,39.28131,-76.62415,8.0
19CS00131997,2019-07-10,7/10/2019 5:15:00 PM,6,"(39.2673707, -76.5601872)",2019-07,39.2673707,-76.5601872,17.0
19CS00170105,2019-09-08,9/22/2019 12:10:00 AM,6,"(39.26375832725, -76.6703966045379)",2019-09,39.26375832725,-76.6703966045379,0.0
19CS00180685,2019-09-24,10/9/2019 10:08:00 AM,3,"(39.134885, -77.169692)",2019-09,39.134885,-77.169692,10.0
19CS00149553,2019-08-05,8/8/2019 11:09:00 PM,3,"(39.2539848117061, -76.5715303802491)",2019-08,39.2539848117061,-76.5715303802491,23.0
19CS00186820,2019-10-03,10/4/2019 7:57:00 PM,6,"(39.1311478197165, -77.1243466544066)",2019-10,39.1311478197165,-77.1243466544066,19.0
19CS00171420,2019-09-10,9/10/2019 7:48:00 AM,6,"(39.2441, -76.578)",2019-09,39.2441,-76.578,7.0
19CS00140245,2019-07-23,7/23/2019 9:05:00 AM,3,"(39.2315076695717, -76.5078196414703)",2019-07,39.2315076695717,-76.5078196414703,9.0
19CS00095399,2019-05-16,5/16/2019 9:53:00 AM,6,"(39.261731, -76.571647)",2019-05,39.261731,-76.571647,9.0
19CS00211001,2019-11-13,11/16/2019 1:41:00 PM,6,"(39.3241899287494, -76.5279056750869)",2019-11,39.3241899287494,-76.5279056750869,13.0
19CS00183817,2019-09-29,9/29/2019 1:55:00 PM,3,"(39.27636, -76.55197)",2019-09,39.27636,-76.55197,13.0
19CS00066175,2019-04-05,4/5/2019 7:01:00 AM,6,"(39.2640326682414, -76.5663593114192)",2019-04,39.2640326682414,-76.5663593114192,7.0
19CS00088125,2019-05-04,5/5/2019 11:10:00 PM,6,"(39.2634067588506, -76.5675726905464)",2019-05,39.2634067588506,-76.5675726905464,23.0
19CS00156144,2019-08-16,8/17/2019 9:40:00 PM,3,"(39.26989, -76.55824)",2019-08,39.26989,-76.55824,21.0
19CS00072349,2019-04-13,4/13/2019 8:22:00 AM,6,"(39.2171188024224, -76.62527622833)",2019-04,39.2171188024224,-76.62527622833,8.0
19CS00194832,2019-10-16,10/17/2019 6:19:00 PM,6,"(39.2788, -76.55066)",2019-10,39.2788,-76.55066,18.0
19CS00127423,2019-07-03,7/3/2019 3:56:00 PM,6,"(39.2615803801278, -76.5830853366852)",2019-07,39.2615803801278,-76.5830853366852,15.0
P1900049074,2019-08-01,8/23/2019 8:27:00 AM,6,"(39.1866777, -76.6870197)",2019-08,39.1866777,-76.6870197,8.0
19CS00161004,2019-08-24,9/9/2019 3:20:00 PM,6,"(39.0081633872507, -76.4039557996487)",2019-08,39.0081633872507,-76.4039557996487,15.0
19CS00088666,2019-05-06,5/6/2019 2:03:00 AM,6,"(39.2813831968411, -76.6237844496239)",2019-05,39.2813831968411,-76.6237844496239,2.0
19CS00078077,2019-04-21,4/22/2019 1:45:00 PM,6,"(39.282915, -76.553324)",2019-04,39.282915,-76.553324,13.0
19CS00087306,2019-05-03,5/12/2019 5:22:00 PM,6,"(39.241029, -76.585382)",2019-05,39.241029,-76.585382,17.0
19CS00123401,2019-06-27,6/27/2019 3:29:00 PM,3,"(39.2701824, -76.6406082)",2019-06,39.2701824,-76.6406082,15.0
19CS00107937,2019-06-03,6/11/2019 11:54:00 AM,3,"(39.2598083706967, -76.5771392539989)",2019-06,39.2598083706967,-76.5771392539989,11.0
P1900001773,2019-04-28,5/2/2019 12:35:00 PM,3,"(39.176680551745, -76.7064707472639)",2019-04,39.176680551745,-76.7064707472639,12.0
19CS00108520,2019-06-04,6/4/2019 8:36:00 AM,6,"(39.0945921915823, -77.030418712053)",2019-06,39.0945921915823,-77.030418712053,8.0
19CS00195915,2019-10-18,10/23/2019 3:44:00 PM,6,"(39.125, -76.3156)",2019-10,39.125,-76.3156,15.0
19IR000565,2019-04-02,4/3/2019 2:20:00 PM,6,"(39.300538, -76.547519)",2019-04,39.300538,-76.547519,14.0
19CS00214949,2019-11-20,11/20/2019 1:41:00 PM,6,"(39.2714510493603, -76.6492657098553)",2019-11,39.2714510493603,-76.6492657098553,13.0
19CS00113355,2019-06-11,6/12/2019 2:53:00 PM,3,"(39.2272450230173, -76.665)",2019-06,39.2272450230173,-76.665,14.0
19CS00167029,2019-09-03,9/3/2019 7:45:00 AM,6,"(39.26656, -76.66547)",2019-09,39.26656,-76.66547,7.0
19CS00126391,2019-07-02,7/7/2019 7:23:00 AM,3,"(39.0109780574469, -76.4055091487751)",2019-07,39.0109780574469,-76.4055091487751,7.0
19CS00197405,2019-10-21,10/21/2019 1:13:00 PM,6,"(39.2386800644236, -76.4729001903534)",2019-10,39.2386800644236,-76.4729001903534,13.0
19CS00102948,2019-05-27,5/27/2019 4:15:00 AM,6,"(39.2606348791236, -76.5739314644306)",2019-05,39.2606348791236,-76.5739314644306,4.0
19CS00147665,2019-08-02,8/9/2019 9:13:00 PM,6,"(39.26585, -76.56269)",2019-08,39.26585,-76.56269,21.0
P1900039848,2019-06-20,7/12/2019 11:43:00 PM,6,"(39.1850139703313, -76.6757658392943)",2019-06,39.1850139703313,-76.6757658392943,23.0
19CS00212728,2019-11-16,11/16/2019 4:05:00 PM,3,"(39.2678605537886, -76.6625149051513)",2019-11,39.2678605537886,-76.6625149051513,16.0
19CS00151902,2019-08-09,8/9/2019 7:08:00 PM,6,"(39.2614455, -76.6728444)",2019-08,39.2614455,-76.6728444,19.0
19CS00171722,2019-09-10,9/10/2019 6:09:00 PM,6,"(39.2720787388114, -76.5547188928273)",2019-09,39.2720787388114,-76.5547188928273,18.0
19CS00193198,2019-10-14,10/14/2019 6:20:00 AM,6,"(39.2635933505136, -76.5667725500489)",2019-10,39.2635933505136,-76.5667725500489,6.0
19CS00132699,2019-07-11,7/12/2019 8:17:00 PM,6,"(39.0706, -76.9049)",2019-07,39.0706,-76.9049,20.0
19CS00154544,2019-08-14,9/23/2019 1:15:00 PM,6,"(39.0055086476677, -76.4023055847409)",2019-08,39.0055086476677,-76.4023055847409,13.0
19CS00175690,2019-09-16,9/16/2019 8:40:00 PM,3,"(38.991380674586, -76.3691335155199)",2019-09,38.991380674586,-76.3691335155199,20.0
19CS00150870,2019-08-08,8/8/2019 1:49:00 AM,6,"(39.268046, -76.591246)",2019-08,39.268046,-76.591246,1.0
19CS00218060,2019-11-26,11/26/2019 12:26:00 AM,6,"(39.2705279497704, -76.6425317560472)",2019-11,39.2705279497704,-76.6425317560472,0.0
19CS00193801,2019-10-15,11/15/2019 6:38:00 AM,6,"(38.60853, -76.579202)",2019-10,38.60853,-76.579202,6.0
19CS00195977,2019-10-18,10/19/2019 6:00:00 PM,6,"(39.356417, -76.488103)",2019-10,39.356417,-76.488103,18.0
19CS00159135,2019-08-21,8/22/2019 6:56:00 PM,6,"(39.0742651765954, -76.9174030861648)",2019-08,39.0742651765954,-76.9174030861648,18.0
19CS00172693,2019-09-12,9/12/2019 10:38:00 AM,6,"(39.2920218547685, -76.5324007602593)",2019-09,39.2920218547685,-76.5324007602593,10.0
P1900061481,2019-09-28,11/14/2019 5:34:00 AM,6,"(39.18563, -76.6909)",2019-09,39.18563,-76.6909,5.0
19CS00208137,2019-11-08,11/8/2019 4:08:00 PM,6,"(39.2739, -76.6213)",2019-11,39.2739,-76.6213,16.0
P1900072864,2019-11-17,11/20/2019 9:00:00 PM,6,"(39.1830052097799, -76.6722235955641)",2019-11,39.1830052097799,-76.6722235955641,21.0
19CS00211112,2019-11-13,12/1/2019 5:17:00 PM,3,"(39.2476035224004, -76.5756908337614)",2019-11,39.2476035224004,-76.5756908337614,17.0
P1900039383,2019-06-18,6/28/2019 11:55:00 PM,6,"(39.1725070112891, -76.6941408596028)",2019-06,39.1725070112891,-76.6941408596028,23.0
19CS00133594,2019-07-13,7/13/2019 2:16:00 AM,3,"(39.264702, -76.564818)",2019-07,39.264702,-76.564818,2.0
19CS00220421,2019-11-30,11/30/2019 11:00:00 AM,3,"(39.0139, -76.4)",2019-11,39.0139,-76.4,11.0
19CS00191385,2019-10-10,10/10/2019 9:22:00 PM,6,"(39.2664, -76.56286)",2019-10,39.2664,-76.56286,21.0
19CS00162468,2019-08-27,8/27/2019 1:52:00 AM,6,"(39.27194, -76.554684)",2019-08,39.27194,-76.554684,1.0
19CS00136533,2019-07-17,7/20/2019 1:05:00 AM,6,"(39.262693, -76.568239)",2019-07,39.262693,-76.568239,1.0
19CS00148697,2019-08-04,8/4/2019 2:46:00 PM,6,"(39.27689645946824, -76.55336753199998)",2019-08,39.27689645946824,-76.55336753199998,14.0
19CS00137047,2019-07-18,7/18/2019 11:19:00 AM,6,"(39.264585, -76.666855)",2019-07,39.264585,-76.666855,11.0
19CS00199777,2019-10-25,10/25/2019 12:24:00 PM,6,"(39.279974, -76.553347)",2019-10,39.279974,-76.553347,12.0
19CS00093392,2019-05-13,5/13/2019 5:40:00 PM,6,"(39.250192, -76.573934)",2019-05,39.250192,-76.573934,17.0
19CS00071552,2019-04-12,4/12/2019 7:40:00 AM,3,"(39.2812676, -76.5495228)",2019-04,39.2812676,-76.5495228,7.0
19CS00091348,2019-05-09,5/10/2019 9:20:00 PM,6,"(39.3080376730995, -76.5308115669243)",2019-05,39.3080376730995,-76.5308115669243,21.0
19CS00113631,2019-06-11,7/28/2019 9:30:00 PM,6,"(39.0087004977574, -76.4041498088837)",2019-06,39.0087004977574,-76.4041498088837,21.0
19CS00073652,2019-04-15,4/16/2019 1:18:00 PM,6,"(38.3644535987037, -76.9759828620004)",2019-04,38.3644535987037,-76.9759828620004,13.0
19CS00203999,2019-11-01,11/2/2019 11:15:00 PM,6,"(39.22225, -76.69273)",2019-11,39.22225,-76.69273,23.0
19CS00092630,2019-05-12,5/12/2019 6:04:00 AM,6,"(39.2813831968411, -76.6237844496239)",2019-05,39.2813831968411,-76.6237844496239,6.0
P1900063569,2019-10-07,10/7/2019 8:05:00 AM,6,"(39.1872408121962, -76.6581797615753)",2019-10,39.1872408121962,-76.6581797615753,8.0
